PROVINCE,DISTRICT,ASC,AI RANGE
EASTERN ,Batticaloa,Vaharai,Kathiravelly
EASTERN ,Batticaloa,Vaharai,Vaharai
EASTERN ,Batticaloa,Vaharai,Panichchankerni
EASTERN ,Batticaloa,Vaharai,Mankenny
EASTERN ,Batticaloa,Valaichchenai,Oddamavadi
EASTERN ,Batticaloa,Valaichchenai,Thiyavattavan
EASTERN ,Batticaloa,Valaichchenai,Valaichchenai
EASTERN ,Batticaloa,Kiran,Koravely
EASTERN ,Batticaloa,Kiran,Kiran
EASTERN ,Batticaloa,Kiran,Kudumbimalai
EASTERN ,Batticaloa,Vantharumoolai,Vantharumoolai
EASTERN ,Batticaloa,Vantharumoolai,Sittandy
EASTERN ,Batticaloa,Eravur Town,Eravur Town
EASTERN ,Batticaloa,Karadiyanaru,Kayankudah
EASTERN ,Batticaloa,Karadiyanaru,Karadiyanaru
EASTERN ,Batticaloa,Karadiyanaru,Kiththul
EASTERN ,Batticaloa,Karadiyanaru,Rugam
EASTERN ,Batticaloa,Ayithyamalai,Karavetti
EASTERN ,Batticaloa,Ayithyamalai,Ayithyamalai
EASTERN ,Batticaloa,Ayithyamalai,Unnichchi
EASTERN ,Batticaloa,Mandapathady,Mandapathadi
EASTERN ,Batticaloa,Mandapathady,Panchenai
EASTERN ,Batticaloa,Mandapathady,Kaanchirankudah
EASTERN ,Batticaloa,Kokkadichcholai,Kokkadichcholai
EASTERN ,Batticaloa,Kokkadichcholai,Mavadimunmaari
EASTERN ,Batticaloa,Kokkadichcholai,Kadukkamunai
EASTERN ,Batticaloa,Thanthamalai,Thanthamalai
EASTERN ,Batticaloa,Palugaman,Palugaman
EASTERN ,Batticaloa,Palugaman,Kanthipuram
EASTERN ,Batticaloa,Palugaman,Thikkodai
EASTERN ,Batticaloa,Vellavelly,Palayadivattai
EASTERN ,Batticaloa,Vellavelly,Vellavelly
EASTERN ,Batticaloa,Vellavelly,Kaakkachchivaddai
EASTERN ,Batticaloa,Mandoor,Ranamadu
EASTERN ,Batticaloa,Mandoor,Mandoor
EASTERN ,Batticaloa,Kallady,Saththurukoandan
EASTERN ,Batticaloa,Kallady,Kallady
EASTERN ,Batticaloa,Kattankudy,Kattankudy
EASTERN ,Batticaloa,Araiyampathy,Araiyampathy
EASTERN ,Batticaloa,Araiyampathy,Kirankulam
EASTERN ,Batticaloa,Kaluwanchikudy,Cheddipalayam
EASTERN ,Batticaloa,Kaluwanchikudy,Kaluthawalai
EASTERN ,Batticaloa,Kaluwanchikudy,Kaluwanchikudy
EASTERN ,Ampara,Mahaoya,Mahaoya
EASTERN ,Ampara,Mahaoya,Bubula
EASTERN ,Ampara,Mahaoya,Borapola
EASTERN ,Ampara,Mahaoya,Harsagala
EASTERN ,Ampara,Padiyathalawa,Padiyathalawa
EASTERN ,Ampara,Padiyathalawa,Serankada
EASTERN ,Ampara,Uhana,Mayadunna
EASTERN ,Ampara,Uhana,Rajagalatenna
EASTERN ,Ampara,Uhana,Galapitagala
EASTERN ,Ampara,Uhana,Werenketagoda
EASTERN ,Ampara,Uhana,Galahitiyagoda
EASTERN ,Ampara,Uhana,Himidurawa
EASTERN ,Ampara,Uhana,Udagirigama
EASTERN ,Ampara,Uhana,Udayapura
EASTERN ,Ampara,Uhana,Kumarigama
EASTERN ,Ampara,Uhana,Weeragoda
EASTERN ,Ampara,Uhana,Thissapura
EASTERN ,Ampara,Uhana,Weheragama
EASTERN ,Ampara,Uhana,Ruhunugama
EASTERN ,Ampara,Lahugala,Lahugala
EASTERN ,Ampara,Lahugala,Hulannuge
EASTERN ,Ampara,Lahugala,Shasthrawela
EASTERN ,Ampara,Lahugala,Panama
EASTERN ,Trincomalee,Padavi Sripura,Padavisiripura
EASTERN ,Trincomalee,Padavi Sripura,Samanpura
EASTERN ,Trincomalee,Pulmoddai,Jinna Nagar
EASTERN ,Trincomalee,Pulmoddai,Pulmoddai
EASTERN ,Trincomalee,Kuchchaveli,Kuchchaveli
EASTERN ,Trincomalee,Kuchchaveli,Thiriyay
EASTERN ,Trincomalee,Gomarankadawela,Gomarankadawela
EASTERN ,Trincomalee,Gomarankadawela,Medawachchiya
EASTERN ,Trincomalee,Nilaveli,Nilaveli
EASTERN ,Trincomalee,Nilaveli,Kumpurupitty
EASTERN ,Trincomalee,Morawewa,Mahadivulwewa
EASTERN ,Trincomalee,Morawewa,Pankulam
EASTERN ,Trincomalee,Morawewa,Namalwaththa
EASTERN ,Trincomalee,Uppuveli,Samapalthevu
EASTERN ,Trincomalee,Uppuveli,Uppuveli
EASTERN ,Trincomalee,Uppuveli,Kappalthurai
EASTERN ,Trincomalee,Thampalagamam,Thampalagamam
EASTERN ,Trincomalee,Thampalagamam,Galmetiyawa
EASTERN ,Trincomalee,Mullipoththanai,Sirajnagar
EASTERN ,Trincomalee,Mullipoththanai,Mullipotana
EASTERN ,Trincomalee,Kurincharkerny,Nadooththu
EASTERN ,Trincomalee,Kurincharkerny,Kurincharkerny
EASTERN ,Trincomalee,Kurincharkerny,Ayliady
EASTERN ,Trincomalee,Kinniya,Kinniya
EASTERN ,Trincomalee,Kinniya,Alankerny
EASTERN ,Trincomalee,Kantale,Gantalawa
EASTERN ,Trincomalee,Kantale,Kantale
EASTERN ,Trincomalee,Kantale,Peraru
EASTERN ,Trincomalee,Vanela,Vanela
EASTERN ,Trincomalee,Vanela,Jayanthipura
EASTERN ,Trincomalee,Agbopura,Agbopura
EASTERN ,Trincomalee,Agbopura,Sooriyapura
EASTERN ,Trincomalee,Muthur,Ralkully
EASTERN ,Trincomalee,Muthur,Muthur
EASTERN ,Trincomalee, Sampoor,Sampoor
EASTERN ,Trincomalee, Sampoor,Senaiyoor
EASTERN ,Trincomalee,Munnampodiveddai,Munnampodiveddai
EASTERN ,Trincomalee,Munnampodiveddai,Kanguvelly
EASTERN ,Trincomalee,Seruvila,Tanganagar
EASTERN ,Trincomalee,Seruvila,Somapura
EASTERN ,Trincomalee,Seruvila,Serunuwara
EASTERN ,Trincomalee,Kiliveddi,Kiliveddi
EASTERN ,Trincomalee,Thopoor,Thopoor
EASTERN ,Trincomalee,Thopoor,Pallikkudiyiruppu
EASTERN ,Trincomalee,Eachchilampattu,Ilankaithurai
EASTERN ,Trincomalee,Eachchilampattu,Echchalampattu
EASTERN ,Trincomalee,Eachchilampattu,Verugal
NORTH CENTRAL,Anuradhapura,Kebithigollewa,Kebithigollewa
NORTH CENTRAL,Anuradhapura,Kapugollewa,Kapugollewa
NORTH CENTRAL,Anuradhapura,Athakada,Athakada
NORTH CENTRAL,Anuradhapura,Horowpathana,Horowpathana
NORTH CENTRAL,Anuradhapura,Rathmalgahawewa,Rathmalgahawewa
NORTH CENTRAL,Anuradhapura,Kallanchiya,Kallanchiya
NORTH CENTRAL,Anuradhapura,Kahatagasdigiliya,Kahatagasdigiliya
NORTH CENTRAL,Anuradhapura,Konwewa,Konwewa
NORTH CENTRAL,Anuradhapura,Parangiyawadiya,Parangiyawadiya
NORTH CENTRAL,Anuradhapura,Poonewa,Poonewa
NORTH CENTRAL,Anuradhapura,Medawachchiya,Medawachchiya
NORTH CENTRAL,Anuradhapura,Rambewa,Rambewa
NORTH CENTRAL,Anuradhapura,Mihintale,Mihintale
NORTH CENTRAL,Anuradhapura,Gambirigaswewa,Gambirigaswewa
NORTH CENTRAL,Anuradhapura,Anuradhapura,Anuradhapura
NORTH CENTRAL,Anuradhapura,Galenbindunuwewa,Galenbindunuwewa
NORTH CENTRAL,Anuradhapura,Siwalakulama,Siwalakulama
NORTH CENTRAL,Anuradhapura,Thirappane,Thirappane
NORTH CENTRAL,Anuradhapura,Yakalla,Yakalla
NORTH CENTRAL,Anuradhapura,Muriyakadawala,Muriyakadawala
NORTH CENTRAL,Anuradhapura,Kekirawa,Kekirawa
NORTH CENTRAL,Anuradhapura,Palugaswewa,Palugaswewa
NORTH CENTRAL,Anuradhapura,Maradankadawala,Maradankadawala
NORTH CENTRAL,Anuradhapura,Ipalogama,Ipalogama
NORTH CENTRAL,Anuradhapura,Negampaha,Negampaha
NORTH CENTRAL,Anuradhapura,Palagala,Palagala
NORTH CENTRAL,Anuradhapura,Andiyagala,Andiyagala
NORTH CENTRAL,Anuradhapura,Katiyawa,Eppawala
NORTH CENTRAL,Anuradhapura,Thalawa,Thalawa
NORTH CENTRAL,Anuradhapura,Elayapaththuwa,Elayapaththuwa
NORTH CENTRAL,Anuradhapura,Nochchiyagama,Nochchiyagama
NORTH CENTRAL,Anuradhapura,Ranorawa,Ranorawa
NORTH CENTRAL,Anuradhapura,Elayapaththuwa,Elayapaththuwa
NORTH CENTRAL,Anuradhapura,Thanthirimale,Thanthirimale
NORTH CENTRAL,Polonnaruwa,Higurakgoda,Hingurakgoda
NORTH CENTRAL,Polonnaruwa,Higurakgoda,Minneriya
NORTH CENTRAL,Polonnaruwa,Higurakgoda,Siriketha
NORTH CENTRAL,Polonnaruwa,Higurakgoda,Yodaela
NORTH CENTRAL,Polonnaruwa,Higurakgoda,Hathamuna/Moragaswawa
NORTH CENTRAL,Polonnaruwa,Medirigiriya,Manik Horowwa
NORTH CENTRAL,Polonnaruwa,Medirigiriya,Diggalpura
NORTH CENTRAL,Polonnaruwa,Medirigiriya,Kusumpokuna
NORTH CENTRAL,Polonnaruwa,Medirigiriya,Wijayapura
NORTH CENTRAL,Polonnaruwa,Medirigiriya, Medirigiriya
NORTH CENTRAL,Polonnaruwa,Giritale,Jayanthipura
NORTH CENTRAL,Polonnaruwa,Giritale,Girithale Janapadaya
NORTH CENTRAL,Polonnaruwa,New Town,Kadawalawawa
NORTH CENTRAL,Polonnaruwa,New Town,Parakrama Samudraya
NORTH CENTRAL,Polonnaruwa,New Town,Thopawawa
NORTH CENTRAL,Polonnaruwa,New Town,Kaduruwela
NORTH CENTRAL,Polonnaruwa,Sevagama,Singhapura
NORTH CENTRAL,Polonnaruwa,Sevagama,Monarathanna
NORTH CENTRAL,Polonnaruwa,Sevagama,Onagama
NORTH CENTRAL,Polonnaruwa,Pulastigama,Lankapura
NORTH CENTRAL,Polonnaruwa,Pulastigama,Sanghabodhigama
UVA PROVINCE,Badulla,Mahiyanganaya,Mahiyanganaya
UVA PROVINCE,Badulla,Mahiyanganaya,Dambana
UVA PROVINCE,Badulla,Nagadeepa,Nagadeepa
UVA PROVINCE,Badulla,Ridimaliyadda,Ridimaliyadda 2
UVA PROVINCE,Badulla,Ridimaliyadda,Ridimaliyadda 1
UVA PROVINCE,Badulla,Karametiya,Meegahakivula 1
UVA PROVINCE,Badulla,Karametiya,Thaldena
UVA PROVINCE,Badulla,Wiyaluwa,Wiyaluwa
UVA PROVINCE,Badulla,Batmedilla,Kandaketiya
UVA PROVINCE,Badulla,Batmedilla,Galauda
UVA PROVINCE,Badulla,Ridipana,Ridipana
UVA PROVINCE,Badulla,Ridipana,Kohowila
UVA PROVINCE,Badulla,Haliela,Haliela
UVA PROVINCE,Badulla,Haliela,Ketawala
UVA PROVINCE,Badulla,Ridipana,Ridipana
UVA PROVINCE,Badulla,Rambukpotha,Rambukpotha
UVA PROVINCE,Badulla,Madolsima,Kahataruppa
UVA PROVINCE,Badulla,Madolsima,Madolsima
UVA PROVINCE,Badulla,Lunugala,Lunugala
UVA PROVINCE,Badulla,Lunugala,Peessagama
UVA PROVINCE,Badulla,Passara,Kendagolla
UVA PROVINCE,Badulla,Passara,Pelgahathenna
UVA PROVINCE,Badulla,Goradiyawaka,Goradiyawaka
UVA PROVINCE,Badulla,Goradiyawaka,Medagama
UVA PROVINCE,Badulla,Ballaketuwa,Ballaketuwa
UVA PROVINCE,Badulla,Kubalwela,Kubalwela
UVA PROVINCE,Badulla,Bandarawela,Haputhale
UVA PROVINCE,Badulla,Bandarawela,Liyangahawela
UVA PROVINCE,Badulla,Bandarawela,Bandarawela
UVA PROVINCE,Badulla,Atampitiya,Perahettiya
UVA PROVINCE,Badulla,Diyathalawa,Diyathalawa
UVA PROVINCE,Badulla,Nikapotha,Nikapotha
UVA PROVINCE,Badulla,Diyaluma,Diyaluma
UVA PROVINCE,Badulla,Haldunmulla,Haldunmulla
UVA PROVINCE,Badulla,Haldunmulla,Kosgama
UVA PROVINCE,Badulla,Boralanda,Maligathenna
UVA PROVINCE,Badulla,Boralanda,Boralanda
UVA PROVINCE,Badulla,Boralanda,Pitapola
UVA PROVINCE,Badulla,Dambavinna,Merahawatta
UVA PROVINCE,Badulla,Dambavinna,Dambawinna
UVA PROVINCE,Badulla,Dambavinna,Dikkapitiya
UVA PROVINCE,Badulla,Tennekubura,Bogahakumbura
UVA PROVINCE,Badulla,Tennekubura,Kalubululanda
UVA PROVINCE,Badulla,Tennekubura,Thennakonwela
UVA PROVINCE,Badulla,Tennekubura,Nedungamuwa
UVA PROVINCE,Badulla,Keppetipola,Keppetipola
UVA PROVINCE,Badulla,Keppetipola,Ambewela
UVA PROVINCE,Badulla,Keppetipola,Welimada
UVA PROVINCE,Badulla,Kotawera,Kotawera
UVA PROVINCE,Badulla,Kotawera,Udaperuwa
UVA PROVINCE,Badulla,Keppetipola,Keppetipola
UVA PROVINCE,Badulla,Keppetipola,Boragas
UVA PROVINCE,Badulla,Yatipalatha,Ambagasdowa
UVA PROVINCE,Badulla,Yatipalatha,Medawela
UVA PROVINCE,Badulla,Yatipalatha,Pallewela
UVA PROVINCE,Badulla,Uva Paranagama,Uva Paranagama
UVA PROVINCE,Badulla,Uva Paranagama,Uduhawara
UVA PROVINCE,Badulla,Sapugolla / Keevanagama,Sapugolla
UVA PROVINCE,Badulla,Sapugolla / Keevanagama,Lunuwatta
UVA PROVINCE,Badulla,Maspanna,Maspanna
UVA PROVINCE,Monaragala,Neliyadda,Nelliyadda
UVA PROVINCE,Monaragala,Bibila,Nilgala
UVA PROVINCE,Monaragala,Bibila,Bibila
UVA PROVINCE,Monaragala,Kotagama,Wegama
UVA PROVINCE,Monaragala,Kotagama,Kotagama
UVA PROVINCE,Monaragala,Medagama,Nannapurawa
UVA PROVINCE,Monaragala,Medagama,Polgahapitiya
UVA PROVINCE,Monaragala,Dambagalla,Dambagalla
UVA PROVINCE,Monaragala,Dambagalla,Mariarawa
UVA PROVINCE,Monaragala,Badalkumbura,Maligathenna
UVA PROVINCE,Monaragala,Badalkumbura,Badalkumbura
UVA PROVINCE,Monaragala,Moneragala,Moneragala
UVA PROVINCE,Monaragala,Ethimale,Ethimale
UVA PROVINCE,Monaragala,Siyambalanduwa,Siyambalanduwa
UVA PROVINCE,Monaragala,Buttala,Buttala
UVA PROVINCE,Monaragala,Okkampitiya,Gaminipura
UVA PROVINCE,Monaragala,Okkampitiya,Okkampitiya
UVA PROVINCE,Monaragala,Higurukambuwa,Higurukaduwa
UVA PROVINCE,Monaragala,Wellawaya,Randeniya
UVA PROVINCE,Monaragala,Wellawaya,Wellawaya
UVA PROVINCE,Monaragala,Buttala,Pelwatta
UVA PROVINCE,Monaragala,Katharagama,Katharagama
UVA PROVINCE,Monaragala,Thelulla,Thelulla
UVA PROVINCE,Monaragala,Thelulla,Kudaoya
UVA PROVINCE,Monaragala,Thanamalvila,Thanamalvila
UVA PROVINCE,Monaragala,Thanamalvila,Sooriyaara
UVA PROVINCE,Monaragala,Alutwewa,Alutwewa
UVA PROVINCE,Monaragala,Sevanagala,Sewanagala (P)
UVA PROVINCE,Monaragala,Sevanagala,Kiriibbanwewa
NORTH WESTERN,Kurunegala,Rajangana Left Bank,Warawewa
NORTH WESTERN,Kurunegala,Thabutta,Gampola
NORTH WESTERN,Kurunegala,Thabutta,Thambutta
NORTH WESTERN,Kurunegala,Galgamuwa,Mahagalkadawala
NORTH WESTERN,Kurunegala,Galgamuwa,Mahagalgamuwa
NORTH WESTERN,Kurunegala,Galgamuwa,Ulpathagama
NORTH WESTERN,Kurunegala,Galgamuwa,Palukandewa
NORTH WESTERN,Kurunegala,Mahananneriya,Mahananneriya
NORTH WESTERN,Kurunegala,Mahananneriya,WanniIhalagama
NORTH WESTERN,Kurunegala,Ehatuwewa,Kathnoruwa
NORTH WESTERN,Kurunegala,Ehatuwewa,Ehatuwewa
NORTH WESTERN,Kurunegala,Ehatuwewa,Ambogama
NORTH WESTERN,Kurunegala,Abanpola,Ambanpola/ South
NORTH WESTERN,Kurunegala,Abanpola,Ambanpola North
NORTH WESTERN,Kurunegala,Abanpola,Ipalogama
NORTH WESTERN,Kurunegala,Kotawehera,palugolla
NORTH WESTERN,Kurunegala,Kotawehera,Kotawehera
NORTH WESTERN,Kurunegala,Mahagirilla,Maha girilla North
NORTH WESTERN,Kurunegala,Moragollagama,Moragollagama
NORTH WESTERN,Kurunegala,Moragollagama,Saliyagama
NORTH WESTERN,Kurunegala,Mahawa,Koonwewa
NORTH WESTERN,Kurunegala,Mahawa,Yapahuva
NORTH WESTERN,Kurunegala,Mahagirilla,Maha girilla North
